order_id,customer_id,restaurant_id,order_date,order_hour,is_weekend,cuisine,order_value,delivery_fee,discount,promo_code,distance_km,traffic_condition,driver_id,delivery_time_min,delivery_rating,weather,status
O023436,C01628,R0177,2024-09-24,12,0,Burgers,79,16,0,NONE,1.09,Low,D0422,37.0,3.0,Clear,Delivered
O023437,C00793,R0302,2024-01-04,22,0,South Indian,79,59,16,WELCOME20,14.0,Moderate,D0538,95.0,1.0,Clear,Delivered
O023438,C03062,R0638,2024-12-18,22,0,Pizza,157,26,0,NONE,1.64,Heavy,D0231,25.0,4.0,Rain,Delivered
O023439,C01514,R0017,2024-12-09,18,0,Pizza,102,29,0,NONE,4.3,Moderate,D0201,45.0,3.0,Rain,Delivered
O023440,C02295,R0439,2024-02-19,20,0,North Indian,153,35,0,NONE,3.77,Heavy,D0109,48.0,3.0,Clear,Delivered
O023441,C04525,R0163,2024-06-27,15,0,Italian,255,43,26,SAVE50,4.02,Moderate,D0193,45.0,3.0,Rain,Delivered
O023442,C00076,R0224,2024-03-19,21,0,North Indian,105,26,10,SAVE50,3.53,Low,D0158,51.0,2.0,Rain,Delivered
O023443,C04687,R0378,2024-12-21,9,1,Desserts,85,62,8,SAVE50,14.0,Low,,,,Clear,Cancelled
O023444,C01871,R0111,2024-07-30,20,0,North Indian,197,40,0,NONE,5.17,Low,D0160,64.0,1.0,Clear,Delivered
O023445,C02316,R0464,2024-09-18,15,0,Biryani,204,21,0,NONE,1.7,Moderate,D0111,32.0,3.0,Clear,Delivered
O023446,C00475,R0527,2024-12-25,15,0,Pizza,265,46,0,NONE,12.92,Heavy,,,,Clear,Cancelled
O023447,C04385,R0698,2024-09-08,18,1,Biryani,126,17,0,NONE,2.42,Low,D0209,22.0,3.0,Clear,Delivered
O023448,C04228,R0607,2024-11-21,15,0,Pizza,313,26,0,NONE,0.8,Low,D0349,14.0,5.0,Clear,Delivered
O023449,C02040,R0155,2024-03-31,21,1,South Indian,79,29,0,NONE,3.44,Low,D0084,27.0,2.0,Clear,Delivered
O023450,C03894,R0372,2024-03-26,12,0,Burgers,97,18,0,NONE,1.5,Low,D0346,14.0,3.0,Clear,Delivered
O023451,C04730,R0786,2024-06-14,9,0,Biryani,304,22,0,NONE,1.42,Moderate,D0255,36.0,4.0,Clear,Delivered
O023452,C03200,R0391,2024-11-25,19,0,Italian,236,19,24,SAVE50,0.84,Heavy,D0364,32.0,2.0,Clear,Delivered
O023453,C04657,R0314,2024-01-15,20,0,South Indian,132,44,0,NONE,8.68,Heavy,D0060,71.0,1.0,Clear,Delivered
O023454,C03891,R0347,2024-06-14,16,0,Healthy,151,16,0,NONE,1.07,Low,D0397,19.0,4.0,Clear,Delivered
O023455,C00948,R0133,2024-11-04,19,0,North Indian,149,33,0,NONE,4.45,Heavy,D0015,45.0,2.0,Clear,Delivered
O023456,C02583,R0337,2024-03-07,16,0,Chinese,102,27,0,NONE,1.18,Moderate,D0473,29.0,4.0,Rain,Delivered
O023457,C01215,R0498,2024-08-18,20,1,Cafe,328,21,0,NONE,2.12,Low,D0391,30.0,4.0,Clear,Delivered
O023458,C02892,R0065,2024-01-27,19,1,Italian,119,46,0,NONE,14.0,Moderate,D0415,93.0,1.0,Clear,Delivered
O023459,C04222,R0409,2024-01-05,22,0,Biryani,94,17,19,WELCOME20,1.5,Heavy,D0419,26.0,3.0,Clear,Delivered
O023460,C03497,R0501,2024-04-29,18,0,Korean,206,25,0,NONE,3.72,Heavy,D0429,50.0,2.0,Rain,Delivered
O023461,C00407,R0112,2024-10-27,19,1,Chinese,387,28,0,NONE,1.66,Moderate,D0219,56.0,1.0,Rain,Delivered
O023462,C03916,R0661,2024-01-16,17,0,South Indian,150,40,30,WELCOME20,3.91,Moderate,D0490,38.0,3.0,Clear,Delivered
O023463,C03081,R0539,2024-05-16,17,0,Mexican,160,28,32,WELCOME20,1.69,Heavy,D0483,18.0,5.0,Clear,Delivered
O023464,C02816,R0421,2024-09-29,8,1,Cafe,247,38,0,NONE,3.24,Moderate,D0343,34.0,3.0,Clear,Delivered
O023465,C03689,R0001,2024-05-18,15,1,South Indian,474,62,47,SAVE50,13.25,Heavy,D0042,90.0,1.0,Rain,Delivered
O023466,C03737,R0452,2024-06-28,12,0,North Indian,114,29,23,WELCOME20,4.22,Low,D0297,50.0,3.0,Clear,Delivered
O023467,C03206,R0744,2024-07-06,22,1,Mexican,280,39,0,NONE,3.91,Heavy,D0495,45.0,3.0,Clear,Delivered
O023468,C00649,R0776,2024-12-04,21,0,Korean,172,28,17,SAVE50,1.92,Heavy,D0396,36.0,3.0,Rain,Delivered
O023469,C02215,R0737,2024-11-23,14,1,North Indian,175,19,18,FEST10,0.54,Low,D0553,46.0,2.0,Rain,Delivered
O023470,C01302,R0742,2024-01-25,8,0,Chinese,217,34,22,FEST10,3.19,Moderate,D0440,42.0,3.0,Rain,Delivered
O023471,C04118,R0631,2024-09-15,14,1,Italian,214,41,0,NONE,14.0,Low,D0085,95.0,1.0,Rain,Delivered
O023472,C01372,R0067,2024-07-21,23,1,South Indian,166,27,17,SAVE50,1.47,Low,D0064,31.0,4.0,Clear,Delivered
O023473,C03192,R0449,2024-05-12,7,1,Chinese,99,38,0,NONE,4.14,Low,D0534,39.0,3.0,Clear,Delivered
O023474,C01079,R0730,2024-07-03,21,0,Biryani,91,23,0,NONE,2.38,Low,D0091,30.0,3.0,Clear,Delivered
O023475,C02051,R0599,2024-11-24,8,1,North Indian,239,30,24,FEST10,5.95,Low,,,,Clear,Cancelled
O023476,C02753,R0397,2024-10-15,18,0,South Indian,105,40,21,WELCOME20,5.72,Low,D0127,45.0,4.0,Clear,Delivered
O023477,C00620,R0310,2024-07-31,21,0,North Indian,79,21,8,FEST10,0.99,Low,D0571,38.0,4.0,Clear,Delivered
O023478,C00283,R0653,2024-03-06,18,0,Desserts,240,25,0,NONE,3.73,Low,D0567,34.0,5.0,Clear,Delivered
O023479,C01332,R0268,2024-08-19,11,0,Desserts,79,44,8,SAVE50,5.23,Heavy,D0253,38.0,4.0,Clear,Delivered
O023480,C02255,R0504,2024-07-05,23,0,Chinese,219,29,0,NONE,1.42,Low,D0453,23.0,4.0,Clear,Delivered
O023481,C01262,R0576,2024-06-16,21,1,South Indian,79,22,0,NONE,0.74,Heavy,D0173,37.0,3.0,Rain,Delivered
O023482,C00650,R0484,2024-12-15,10,1,Healthy,122,44,12,SAVE50,5.64,Low,D0416,53.0,1.0,Rain,Delivered
O023483,C04921,R0654,2024-12-29,17,1,Italian,577,25,0,NONE,5.19,Low,D0546,37.0,4.0,Clear,Delivered
O023484,C01880,R0039,2024-12-17,19,0,Burgers,90,19,0,NONE,1.71,Low,D0388,21.0,4.0,Clear,Delivered
O023485,C02490,R0170,2024-10-03,18,0,Biryani,155,26,0,NONE,3.4,Low,D0147,28.0,3.0,Clear,Delivered
O023486,C02262,R0068,2024-08-11,13,1,Rolls & Wraps,79,44,8,FEST10,7.54,Heavy,D0292,59.0,2.0,Clear,Delivered
O023487,C00369,R0128,2024-04-29,20,0,Pizza,97,30,10,FEST10,5.09,Low,D0418,40.0,3.0,Clear,Delivered
O023488,C02524,R0664,2024-12-16,12,0,Continental,387,34,0,NONE,4.3,Heavy,D0406,35.0,5.0,Clear,Delivered
O023489,C03160,R0049,2024-06-19,13,0,Mexican,105,28,0,NONE,3.98,Heavy,,,,Clear,Cancelled
O023490,C00774,R0330,2024-03-16,18,1,South Indian,116,58,12,SAVE50,8.19,Moderate,D0401,71.0,1.0,Rain,Delivered
O023491,C03534,R0020,2024-02-11,7,1,Pizza,168,40,17,SAVE50,4.6,Low,D0293,34.0,5.0,Clear,Delivered
O023492,C04970,R0385,2024-11-08,8,0,Italian,99,25,0,NONE,2.95,Low,D0466,33.0,1.0,Clear,Delivered
O023493,C00199,R0459,2024-05-02,22,0,Burgers,79,37,0,NONE,3.86,Moderate,D0235,48.0,3.0,Clear,Delivered
O023494,C02805,R0070,2024-10-13,14,1,Rolls & Wraps,320,32,0,NONE,5.41,Heavy,D0064,63.0,2.0,Rain,Delivered
O023495,C04328,R0423,2024-08-22,18,0,Italian,343,34,0,NONE,4.05,Low,D0159,47.0,2.0,Clear,Delivered
O023496,C01790,R0624,2024-04-16,23,0,Healthy,105,29,10,SAVE50,2.37,Moderate,D0166,31.0,4.0,Rain,Delivered
O023497,C01972,R0640,2024-11-14,22,0,Pizza,89,37,0,NONE,5.15,Moderate,D0373,39.0,3.0,Clear,Delivered
O023498,C04838,R0316,2024-11-11,20,0,Seafood,326,43,0,NONE,3.9,Heavy,D0239,39.0,4.0,Clear,Delivered
O023499,C02037,R0241,2024-03-05,18,0,Pizza,166,28,17,SAVE50,1.01,Low,D0024,18.0,4.0,Rain,Delivered
O023500,C02097,R0716,2024-02-15,12,0,Pizza,306,15,0,NONE,0.76,Heavy,D0418,18.0,4.0,Clear,Delivered
O023501,C02412,R0325,2024-08-12,11,0,Italian,174,29,17,SAVE50,1.04,Low,D0104,26.0,3.0,Clear,Delivered
O023502,C04958,R0376,2024-03-28,9,0,Pizza,224,18,0,NONE,2.1,Moderate,D0273,39.0,3.0,Rain,Delivered
O023503,C03760,R0227,2024-05-04,13,1,Healthy,146,22,0,NONE,1.28,Moderate,D0017,33.0,2.0,Clear,Delivered
O023504,C04826,R0262,2024-12-13,12,0,South Indian,162,17,16,SAVE50,1.57,Heavy,D0225,42.0,3.0,Clear,Delivered
O023505,C04744,R0585,2024-03-06,21,0,Chinese,79,53,0,NONE,12.0,Low,D0125,90.0,1.0,Rain,Delivered
O023506,C00984,R0190,2024-06-24,21,0,North Indian,252,30,25,SAVE50,3.96,Low,D0596,40.0,3.0,Clear,Delivered
O023507,C04973,R0374,2024-04-20,18,1,Chinese,116,54,23,WELCOME20,12.88,Moderate,D0540,84.0,1.0,Rain,Delivered
O023508,C02876,R0313,2024-05-10,19,0,Chinese,324,17,65,WELCOME20,2.18,Heavy,D0439,40.0,3.0,Clear,Delivered
O023509,C02238,R0425,2024-05-18,17,1,Pizza,170,34,17,FEST10,5.5,Moderate,D0219,41.0,4.0,Clear,Delivered
O023510,C03078,R0408,2024-04-07,9,1,Italian,265,38,0,NONE,14.0,Low,D0237,82.0,1.0,Clear,Delivered
O023511,C01845,R0086,2024-10-12,21,1,Italian,208,41,0,NONE,11.18,Moderate,,,,Clear,Cancelled
O023512,C03678,R0206,2024-10-30,6,0,Biryani,227,35,0,NONE,12.99,Moderate,,,,Clear,Cancelled
O023513,C04449,R0526,2024-07-20,19,1,South Indian,242,28,0,NONE,2.24,Heavy,D0310,36.0,4.0,Clear,Delivered
O023514,C02246,R0662,2024-12-01,10,1,Mexican,79,24,0,NONE,2.71,Moderate,D0054,25.0,4.0,Clear,Delivered
O023515,C01534,R0249,2024-02-21,20,0,Seafood,109,26,11,FEST10,2.16,Low,D0455,30.0,3.0,Clear,Delivered
O023516,C00820,R0308,2024-07-08,19,0,Mexican,97,42,0,NONE,11.01,Moderate,D0424,73.0,1.0,Clear,Delivered
O023517,C02316,R0258,2024-11-05,12,0,Biryani,243,36,0,NONE,4.35,Moderate,D0538,36.0,3.0,Rain,Delivered
O023518,C02819,R0596,2024-08-20,20,0,Chinese,121,41,12,FEST10,3.42,Heavy,D0108,36.0,3.0,Clear,Delivered
O023519,C03632,R0127,2024-12-27,20,0,North Indian,162,29,0,NONE,0.52,Heavy,D0222,28.0,4.0,Clear,Delivered
O023520,C01331,R0521,2024-08-10,16,1,South Indian,84,19,17,WELCOME20,2.84,Moderate,D0494,42.0,3.0,Clear,Delivered
O023521,C03178,R0197,2024-12-20,18,0,Mexican,94,27,0,NONE,1.73,Low,D0041,35.0,4.0,Clear,Delivered
O023522,C00287,R0019,2024-02-07,8,0,Healthy,359,42,0,NONE,4.13,Heavy,,,,Clear,Cancelled
O023523,C02088,R0036,2024-01-17,14,0,Pizza,151,38,15,SAVE50,4.49,Heavy,D0181,57.0,2.0,Clear,Delivered
O023524,C02502,R0484,2024-05-13,19,0,Burgers,79,35,0,NONE,5.85,Heavy,D0127,51.0,3.0,Clear,Delivered
O023525,C01982,R0481,2024-11-10,7,1,Chinese,209,32,0,NONE,4.06,Moderate,D0516,36.0,3.0,Clear,Delivered
O023526,C02944,R0715,2024-01-20,13,1,North Indian,79,15,0,NONE,1.13,Heavy,D0044,32.0,2.0,Rain,Delivered
O023527,C00513,R0658,2024-04-04,15,0,South Indian,297,19,0,NONE,1.53,Moderate,D0334,25.0,3.0,Clear,Delivered
O023528,C04839,R0769,2024-12-27,19,0,Desserts,112,49,0,NONE,9.33,Low,D0483,53.0,4.0,Clear,Delivered
O023529,C01370,R0255,2024-08-27,13,0,Seafood,255,25,51,WELCOME20,3.66,Low,D0507,48.0,3.0,Clear,Delivered
O023530,C02959,R0651,2024-05-26,21,1,Chinese,99,64,0,NONE,8.98,Heavy,D0161,81.0,1.0,Clear,Delivered
O023531,C03677,R0031,2024-01-30,20,0,North Indian,99,60,0,NONE,14.0,Heavy,D0027,76.0,1.0,Clear,Delivered
O023532,C02171,R0529,2024-10-09,16,0,Italian,148,20,0,NONE,1.98,Low,D0557,32.0,4.0,Clear,Delivered
O023533,C00251,R0375,2024-12-09,19,0,Rolls & Wraps,187,36,0,NONE,3.29,Heavy,D0539,43.0,2.0,Clear,Delivered
O023534,C01093,R0084,2024-10-04,13,0,Chinese,202,41,0,NONE,5.99,Low,D0383,50.0,3.0,Rain,Delivered
O023535,C03250,R0440,2024-02-13,16,0,Biryani,172,21,34,WELCOME20,2.77,Low,D0128,26.0,4.0,Clear,Delivered
O023536,C00241,R0283,2024-07-17,18,0,Italian,161,17,16,SAVE50,2.41,Moderate,D0317,32.0,4.0,Clear,Delivered
O023537,C02354,R0517,2024-05-30,12,0,Chinese,226,39,23,SAVE50,9.75,Low,D0498,63.0,3.0,Clear,Delivered
O023538,C01875,R0476,2024-12-03,21,0,Continental,184,16,37,WELCOME20,1.0,Heavy,D0108,28.0,4.0,Clear,Delivered
O023539,C02494,R0248,2024-10-12,18,1,North Indian,148,33,0,NONE,3.28,Moderate,D0149,41.0,4.0,Clear,Delivered
O023540,C01333,R0155,2024-10-26,15,1,Mexican,159,16,0,NONE,2.57,Moderate,D0427,18.0,3.0,Clear,Delivered
O023541,C01527,R0107,2024-06-03,13,0,Desserts,157,31,0,NONE,6.16,Low,D0511,52.0,2.0,Rain,Delivered
O023542,C04584,R0281,2024-01-10,21,0,South Indian,126,25,25,WELCOME20,4.1,Heavy,D0101,44.0,3.0,Clear,Delivered
O023543,C02204,R0284,2024-10-11,13,0,Burgers,81,24,0,NONE,0.73,Heavy,D0340,34.0,3.0,Rain,Delivered
O023544,C03364,R0128,2024-08-24,9,1,Desserts,126,41,0,NONE,5.94,Heavy,D0234,52.0,3.0,Rain,Delivered
O023545,C04302,R0738,2024-02-23,8,0,Biryani,82,44,8,SAVE50,12.71,Low,,,,Clear,Cancelled
O023546,C00129,R0751,2024-10-09,21,0,North Indian,120,20,12,SAVE50,1.44,Heavy,D0543,39.0,2.0,Clear,Delivered
O023547,C03191,R0337,2024-02-25,13,1,Italian,139,17,0,NONE,0.91,Low,D0068,27.0,4.0,Clear,Delivered
O023548,C00755,R0594,2024-10-03,19,0,South Indian,146,28,0,NONE,5.53,Low,D0273,51.0,1.0,Rain,Delivered
O023549,C02820,R0774,2024-09-23,23,0,Biryani,154,42,0,NONE,3.71,Low,D0441,31.0,3.0,Clear,Delivered
O023550,C03263,R0161,2024-01-04,12,0,North Indian,174,29,0,NONE,1.34,Heavy,D0082,31.0,3.0,Rain,Delivered
O023551,C03142,R0563,2024-10-16,19,0,Italian,79,20,16,WELCOME20,2.0,Heavy,,,,Clear,Cancelled
O023552,C03880,R0273,2024-06-01,18,1,Italian,195,27,20,SAVE50,0.67,Heavy,,,,Rain,Cancelled
O023553,C04260,R0354,2024-07-08,7,0,Italian,187,42,0,NONE,8.28,Heavy,D0572,55.0,2.0,Rain,Delivered
O023554,C03339,R0663,2024-12-21,13,1,Burgers,209,41,42,WELCOME20,3.79,Heavy,D0543,45.0,3.0,Clear,Delivered
O023555,C00846,R0368,2024-12-08,9,1,Desserts,339,46,0,NONE,8.35,Heavy,D0404,60.0,3.0,Rain,Delivered
O023556,C02227,R0594,2024-05-23,12,0,Biryani,197,34,20,SAVE50,5.53,Heavy,D0535,43.0,2.0,Clear,Delivered
O023557,C02545,R0457,2024-09-22,21,1,Burgers,192,42,0,NONE,5.49,Low,D0488,49.0,1.0,Clear,Delivered
O023558,C04923,R0329,2024-07-10,13,0,Continental,155,28,0,NONE,3.26,Low,D0412,39.0,3.0,Clear,Delivered
O023559,C01712,R0471,2024-11-03,5,1,Continental,334,28,0,NONE,4.56,Low,D0380,44.0,3.0,Rain,Delivered
O023560,C00374,R0492,2024-04-29,21,0,Burgers,386,28,39,SAVE50,4.61,Low,D0131,41.0,3.0,Clear,Delivered
O023561,C03114,R0629,2024-06-25,21,0,Biryani,87,28,17,WELCOME20,0.92,Moderate,D0515,32.0,4.0,Clear,Delivered
O023562,C00148,R0712,2024-02-11,17,1,Chinese,166,44,0,NONE,14.0,Low,D0098,82.0,2.0,Clear,Delivered
O023563,C01534,R0023,2024-12-09,13,0,Mexican,127,21,0,NONE,2.37,Low,D0099,34.0,2.0,Rain,Delivered
O023564,C04186,R0164,2024-12-02,20,0,Italian,301,44,30,SAVE50,3.36,Low,D0506,52.0,1.0,Rain,Delivered
O023565,C04080,R0196,2024-04-13,8,1,Burgers,410,17,0,NONE,2.11,Heavy,,,,Clear,Cancelled
O023566,C03801,R0567,2024-08-05,18,0,Continental,174,29,17,SAVE50,3.13,Heavy,D0366,32.0,3.0,Rain,Delivered
O023567,C01105,R0514,2024-05-21,10,0,Biryani,94,32,19,WELCOME20,3.9,Moderate,D0362,31.0,3.0,Rain,Delivered
O023568,C01444,R0532,2024-02-28,21,0,Chinese,281,29,56,WELCOME20,4.49,Moderate,D0518,44.0,3.0,Clear,Delivered
O023569,C02168,R0009,2024-01-18,20,0,Biryani,333,25,0,NONE,2.04,Heavy,D0029,34.0,2.0,Clear,Delivered
O023570,C00966,R0034,2024-11-03,21,1,Chinese,82,25,16,WELCOME20,1.71,Heavy,D0386,25.0,4.0,Clear,Delivered
O023571,C03826,R0734,2024-04-18,22,0,North Indian,89,26,0,NONE,2.87,Heavy,D0076,42.0,2.0,Clear,Delivered
O023572,C04316,R0311,2024-07-11,20,0,South Indian,90,22,0,NONE,3.0,Low,D0599,37.0,3.0,Clear,Delivered
O023573,C04986,R0234,2024-12-02,12,0,Italian,241,42,0,NONE,3.61,Moderate,D0287,48.0,2.0,Clear,Delivered
O023574,C03537,R0357,2024-01-08,18,0,North Indian,228,17,0,NONE,0.76,Low,D0346,22.0,5.0,Clear,Delivered
O023575,C04879,R0668,2024-07-23,22,0,South Indian,233,62,0,NONE,14.0,Moderate,D0548,95.0,1.0,Rain,Delivered
O023576,C03386,R0748,2024-12-18,11,0,Cafe,119,56,12,FEST10,8.16,Low,D0294,36.0,4.0,Clear,Delivered
O023577,C00597,R0368,2024-10-29,11,0,Continental,200,59,20,FEST10,7.07,Low,D0151,36.0,4.0,Clear,Delivered
O023578,C02100,R0452,2024-03-23,20,1,North Indian,79,49,0,NONE,14.0,Heavy,D0325,95.0,1.0,Rain,Delivered
O023579,C02631,R0013,2024-03-16,19,1,South Indian,79,17,0,NONE,0.61,Low,D0132,13.0,5.0,Clear,Delivered
O023580,C00703,R0787,2024-10-12,15,1,Rolls & Wraps,151,24,15,SAVE50,1.69,Low,D0108,40.0,4.0,Clear,Delivered
O023581,C04000,R0039,2024-01-30,8,0,Rolls & Wraps,114,21,0,NONE,1.47,Low,D0166,19.0,4.0,Clear,Delivered
O023582,C04488,R0054,2024-08-11,20,1,Rolls & Wraps,79,24,8,FEST10,1.53,Low,D0142,39.0,4.0,Clear,Delivered
O023583,C03743,R0229,2024-03-28,13,0,Healthy,173,62,17,SAVE50,14.0,Heavy,D0509,94.0,1.0,Clear,Delivered
O023584,C03039,R0430,2024-11-09,21,1,Seafood,133,17,0,NONE,1.81,Low,D0356,44.0,4.0,Clear,Delivered
O023585,C01569,R0381,2024-05-21,18,0,Chinese,289,29,0,NONE,2.57,Low,D0193,23.0,3.0,Clear,Delivered
O023586,C00714,R0725,2024-06-04,20,0,North Indian,187,21,0,NONE,2.49,Low,D0354,25.0,5.0,Clear,Delivered
O023587,C00718,R0127,2024-10-24,11,0,Biryani,79,28,0,NONE,1.17,Moderate,D0320,25.0,3.0,Clear,Delivered
O023588,C04015,R0609,2024-02-03,19,1,Desserts,377,36,38,SAVE50,3.39,Low,D0271,43.0,3.0,Clear,Delivered
O023589,C04703,R0649,2024-08-12,22,0,Seafood,79,30,8,FEST10,5.2,Moderate,D0569,59.0,3.0,Clear,Delivered
O023590,C00990,R0018,2024-12-21,12,1,Rolls & Wraps,287,37,57,WELCOME20,4.53,Moderate,D0108,37.0,3.0,Clear,Delivered
O023591,C02738,R0433,2024-08-31,20,1,Italian,181,17,0,NONE,1.29,Heavy,D0032,29.0,3.0,Rain,Delivered
O023592,C04401,R0628,2024-01-31,14,0,Biryani,166,48,0,NONE,14.0,Heavy,D0107,92.0,1.0,Clear,Delivered
O023593,C04092,R0426,2024-12-04,8,0,Pizza,226,37,23,SAVE50,3.33,Moderate,D0484,27.0,3.0,Clear,Delivered
O023594,C00356,R0624,2024-02-18,21,1,North Indian,280,35,0,NONE,3.1,Heavy,D0234,36.0,3.0,Clear,Delivered
O023595,C02957,R0762,2024-05-18,14,1,Burgers,217,28,43,WELCOME20,0.81,Heavy,D0206,16.0,4.0,Clear,Delivered
O023596,C01068,R0171,2024-03-09,13,1,Cafe,88,46,9,SAVE50,14.0,Low,D0490,95.0,1.0,Rain,Delivered
O023597,C03996,R0214,2024-09-27,20,0,Rolls & Wraps,152,27,0,NONE,1.31,Heavy,D0056,23.0,3.0,Clear,Delivered
O023598,C04771,R0257,2024-04-09,1,0,Biryani,201,38,0,NONE,11.48,Moderate,D0148,55.0,2.0,Clear,Delivered
O023599,C01706,R0731,2024-04-07,18,1,Italian,173,33,0,NONE,3.78,Low,D0183,27.0,3.0,Clear,Delivered
O023600,C01288,R0433,2024-06-03,7,0,Rolls & Wraps,79,55,0,NONE,14.0,Moderate,D0394,53.0,3.0,Clear,Delivered
O023601,C00236,R0399,2024-04-17,22,0,South Indian,151,31,0,NONE,3.16,Moderate,D0104,48.0,3.0,Clear,Delivered
O023602,C00988,R0591,2024-10-20,21,1,Mexican,255,25,0,NONE,4.12,Heavy,D0199,49.0,3.0,Rain,Delivered
O023603,C00320,R0412,2024-07-15,19,0,Biryani,145,37,14,SAVE50,5.87,Heavy,D0426,36.0,4.0,Clear,Delivered
O023604,C04711,R0775,2024-07-27,17,1,North Indian,208,22,21,SAVE50,3.0,Heavy,D0297,25.0,4.0,Clear,Delivered
O023605,C02510,R0691,2024-03-01,20,0,Italian,216,27,22,SAVE50,3.8,Heavy,D0253,34.0,3.0,Clear,Delivered
O023606,C02115,R0162,2024-12-06,19,0,Italian,79,29,8,SAVE50,4.94,Heavy,,,,Clear,Cancelled
O023607,C04672,R0033,2024-05-10,14,0,Chinese,169,43,17,SAVE50,13.25,Heavy,D0475,77.0,2.0,Clear,Delivered
O023608,C01423,R0256,2024-05-21,10,0,South Indian,207,30,21,SAVE50,3.6,Moderate,D0470,50.0,2.0,Rain,Delivered
O023609,C04345,R0614,2024-03-31,20,1,Chinese,116,18,0,NONE,0.76,Moderate,D0107,25.0,3.0,Clear,Delivered
O023610,C01302,R0111,2024-12-20,19,0,Desserts,146,36,0,NONE,7.11,Low,D0551,71.0,2.0,Clear,Delivered
O023611,C01185,R0307,2024-08-15,13,0,Korean,181,49,18,SAVE50,10.69,Moderate,D0210,83.0,1.0,Rain,Delivered
O023612,C03406,R0133,2024-01-23,14,0,Healthy,163,26,0,NONE,1.41,Heavy,,,,Clear,Cancelled
O023613,C04461,R0659,2024-03-13,20,0,North Indian,263,25,0,NONE,1.67,Heavy,D0152,27.0,4.0,Clear,Delivered
O023614,C03501,R0189,2024-06-28,19,0,South Indian,192,45,0,NONE,14.0,Low,D0313,95.0,1.0,Rain,Delivered
O023615,C01591,R0361,2024-03-11,21,0,Biryani,192,39,19,SAVE50,4.09,Low,D0231,33.0,4.0,Clear,Delivered
O023616,C03669,R0273,2024-08-14,6,0,Pizza,373,42,0,NONE,3.86,Moderate,D0188,28.0,4.0,Clear,Delivered
O023617,C00904,R0156,2024-04-25,19,0,North Indian,155,34,16,SAVE50,3.87,Heavy,D0466,45.0,4.0,Clear,Delivered
O023618,C00556,R0154,2024-05-11,14,1,North Indian,472,18,47,FEST10,1.6,Heavy,D0081,24.0,4.0,Clear,Delivered
O023619,C01621,R0536,2024-10-20,12,1,Biryani,157,19,0,NONE,2.43,Low,D0039,46.0,1.0,Clear,Delivered
O023620,C04902,R0131,2024-07-14,21,1,Burgers,267,35,0,NONE,5.11,Heavy,D0539,59.0,1.0,Clear,Delivered
O023621,C02924,R0524,2024-02-12,14,0,Pizza,127,20,13,FEST10,2.99,Moderate,D0146,37.0,4.0,Clear,Delivered
O023622,C00389,R0669,2024-05-19,14,1,Biryani,204,29,41,WELCOME20,1.36,Heavy,D0369,40.0,2.0,Clear,Delivered
O023623,C04936,R0507,2024-12-01,12,1,Italian,79,29,0,NONE,1.38,Low,D0489,39.0,3.0,Rain,Delivered
O023624,C02649,R0516,2024-11-12,20,0,Biryani,115,25,12,SAVE50,2.05,Moderate,D0374,26.0,3.0,Clear,Delivered
O023625,C03991,R0363,2024-10-11,14,0,South Indian,285,27,0,NONE,5.12,Low,D0384,64.0,2.0,Rain,Delivered
O023626,C03584,R0229,2024-11-11,14,0,Desserts,173,37,0,NONE,3.18,Heavy,D0129,48.0,1.0,Clear,Delivered
O023627,C01469,R0021,2024-02-04,19,1,Burgers,110,15,0,NONE,2.21,Heavy,D0412,29.0,3.0,Clear,Delivered
O023628,C00135,R0451,2024-02-16,18,0,North Indian,324,26,0,NONE,0.66,Moderate,D0278,20.0,3.0,Clear,Delivered
O023629,C04328,R0627,2024-01-07,23,1,Chinese,155,20,0,NONE,2.11,Moderate,D0078,34.0,4.0,Clear,Delivered
O023630,C02233,R0376,2024-02-17,13,1,North Indian,135,20,27,WELCOME20,0.88,Heavy,D0383,38.0,4.0,Rain,Delivered
O023631,C04287,R0631,2024-11-03,21,1,Pizza,172,43,0,NONE,6.29,Heavy,,,,Clear,Cancelled
O023632,C03505,R0607,2024-01-15,16,0,South Indian,139,22,0,NONE,1.75,Moderate,D0180,15.0,4.0,Clear,Delivered
O023633,C02138,R0341,2024-06-23,5,1,Biryani,329,18,33,SAVE50,2.14,Heavy,D0350,33.0,4.0,Clear,Delivered
O023634,C01116,R0759,2024-04-02,19,0,Cafe,180,24,0,NONE,2.89,Heavy,D0007,29.0,4.0,Clear,Delivered
O023635,C02431,R0654,2024-11-07,14,0,North Indian,234,29,0,NONE,1.63,Low,D0288,28.0,5.0,Clear,Delivered
O023636,C04015,R0363,2024-10-27,21,1,Continental,167,21,0,NONE,2.02,Heavy,D0119,44.0,2.0,Clear,Delivered
O023637,C04068,R0482,2024-10-13,14,1,North Indian,168,43,17,SAVE50,4.12,Heavy,D0202,44.0,3.0,Clear,Delivered
O023638,C03142,R0344,2024-05-21,9,0,Italian,149,28,0,NONE,3.73,Low,D0417,24.0,4.0,Clear,Delivered
O023639,C01222,R0115,2024-12-09,19,0,Pizza,199,26,0,NONE,2.61,Heavy,D0309,27.0,4.0,Clear,Delivered
O023640,C01783,R0755,2024-11-30,13,1,Biryani,235,21,0,NONE,2.27,Low,D0503,33.0,3.0,Clear,Delivered
