customer_id,zone,signup_date,loyalty_tier
C02510,Electronic City,2024-10-28,Bronze
C02511,HSR Layout,2024-02-28,Bronze
C02512,HSR Layout,2024-11-02,Bronze
C02513,Koramangala,2024-12-21,Gold
C02514,Koramangala,2024-04-20,Bronze
C02515,Indiranagar,2024-08-25,Gold
C02516,Malleshwaram,2023-03-22,Silver
C02517,Koramangala,2024-11-24,Silver
C02518,Indiranagar,2023-12-19,Gold
C02519,Jayanagar,2024-06-04,Silver
C02520,Indiranagar,2023-06-29,Bronze
C02521,Indiranagar,2023-03-11,Gold
C02522,Jayanagar,2024-10-07,Silver
C02523,Whitefield,2023-11-25,Bronze
C02524,Electronic City,2023-04-12,Silver
C02525,Hebbal,2024-04-25,Bronze
C02526,Koramangala,2023-02-09,Bronze
C02527,Hebbal,2023-11-25,Gold
C02528,Hebbal,2024-05-29,Bronze
C02529,Malleshwaram,2024-06-09,Bronze
C02530,Electronic City,2023-11-27,Bronze
C02531,Electronic City,2023-09-28,Silver
C02532,Electronic City,2024-09-04,Silver
C02533,Marathahalli,2023-05-15,Bronze
C02534,Koramangala,2023-02-24,Bronze
C02535,BTM Layout,2023-04-25,Bronze
C02536,Electronic City,2024-08-07,Gold
C02537,Rajajinagar,2023-12-10,Bronze
C02538,Whitefield,2023-01-28,Gold
C02539,Koramangala,2023-05-04,Silver
C02540,Jayanagar,2023-01-21,Bronze
C02541,Jayanagar,2024-08-17,Bronze
C02542,HSR Layout,2023-12-03,Bronze
C02543,Whitefield,2023-02-19,Bronze
C02544,Indiranagar,2023-06-11,Silver
C02545,Jayanagar,2024-03-26,Silver
C02546,Whitefield,2024-03-09,Silver
C02547,BTM Layout,2024-08-21,Bronze
C02548,Indiranagar,2023-01-19,Bronze
C02549,Whitefield,2023-02-20,Silver
C02550,Whitefield,2023-01-26,Bronze
C02551,Jayanagar,2023-10-15,Gold
C02552,Jayanagar,2024-06-14,Bronze
C02553,Electronic City,2024-04-28,Bronze
C02554,BTM Layout,2023-06-03,Bronze
C02555,Whitefield,2024-04-24,Gold
C02556,Marathahalli,2024-04-24,Gold
C02557,Koramangala,2023-05-20,Gold
C02558,Indiranagar,2024-07-01,Bronze
C02559,HSR Layout,2023-11-05,Bronze
C02560,Koramangala,2023-02-13,Silver
C02561,Electronic City,2023-10-13,Bronze
C02562,Marathahalli,2024-07-15,Silver
C02563,Marathahalli,2024-05-23,Bronze
C02564,Jayanagar,2023-07-15,Bronze
C02565,Electronic City,2024-07-06,Bronze
C02566,HSR Layout,2023-10-12,Silver
C02567,Koramangala,2023-12-02,Bronze
C02568,Koramangala,2023-03-05,Bronze
C02569,Electronic City,2024-12-28,Bronze
C02570,Yelahanka,2024-09-04,Gold
C02571,Koramangala,2023-05-23,Silver
C02572,Jayanagar,2024-02-14,Bronze
C02573,Rajajinagar,2024-07-23,Bronze
C02574,Malleshwaram,2024-01-04,Silver
C02575,Jayanagar,2023-06-03,Bronze
C02576,Electronic City,2024-12-08,Silver
C02577,Marathahalli,2023-07-16,Bronze
C02578,Malleshwaram,2023-09-02,Bronze
C02579,Koramangala,2023-09-29,Bronze
C02580,BTM Layout,2024-10-12,Silver
C02581,Koramangala,2024-01-01,Bronze
C02582,Malleshwaram,2024-06-09,Bronze
C02583,Koramangala,2024-10-19,Bronze
C02584,Indiranagar,2024-11-08,Bronze
C02585,Koramangala,2024-09-17,Bronze
C02586,HSR Layout,2024-10-24,Gold
C02587,Whitefield,2024-11-23,Bronze
C02588,Indiranagar,2024-12-24,Bronze
C02589,HSR Layout,2024-04-14,Bronze
C02590,HSR Layout,2023-04-07,Bronze
C02591,Rajajinagar,2023-03-24,Silver
C02592,Hebbal,2024-08-04,Bronze
C02593,Electronic City,2023-08-19,Silver
C02594,Koramangala,2024-08-10,Silver
C02595,Whitefield,2024-11-13,Bronze
C02596,Hebbal,2024-04-15,Bronze
C02597,Koramangala,2024-07-11,Bronze
C02598,HSR Layout,2023-07-23,Silver
C02599,BTM Layout,2023-11-14,Bronze
C02600,BTM Layout,2024-12-05,Bronze
C02601,HSR Layout,2024-08-19,Silver
C02602,Marathahalli,2023-05-30,Bronze
C02603,HSR Layout,2024-11-14,Bronze
C02604,Rajajinagar,2023-12-31,Silver
C02605,Koramangala,2024-09-08,Gold
C02606,Koramangala,2024-01-16,Silver
C02607,Electronic City,2024-03-16,Silver
C02608,Indiranagar,2023-04-29,Bronze
C02609,Marathahalli,2023-09-05,Gold
C02610,Whitefield,2024-06-11,Bronze
C02611,Hebbal,2024-09-06,Silver
C02612,Malleshwaram,2023-03-06,Bronze
C02613,Jayanagar,2023-02-26,Silver
C02614,Rajajinagar,2024-05-20,Bronze
C02615,Indiranagar,2023-11-23,Gold
C02616,Jayanagar,2024-09-11,Bronze
C02617,Indiranagar,2023-02-19,Silver
C02618,Hebbal,2023-09-13,Silver
C02619,Malleshwaram,2023-01-26,Gold
C02620,Hebbal,2024-06-01,Bronze
C02621,Hebbal,2024-09-18,Silver
C02622,BTM Layout,2023-04-25,Bronze
C02623,Indiranagar,2023-08-25,Bronze
C02624,BTM Layout,2024-09-09,Silver
C02625,Electronic City,2023-01-31,Gold
C02626,HSR Layout,2024-11-25,Gold
C02627,Jayanagar,2024-10-09,Silver
C02628,Whitefield,2023-04-22,Silver
C02629,Whitefield,2023-04-12,Bronze
C02630,Indiranagar,2024-05-20,Gold
C02631,Koramangala,2023-01-08,Silver
C02632,Jayanagar,2024-01-05,Silver
C02633,Hebbal,2023-02-18,Gold
C02634,Electronic City,2024-01-23,Silver
C02635,Jayanagar,2023-09-13,Bronze
C02636,HSR Layout,2024-05-30,Silver
C02637,HSR Layout,2024-10-04,Bronze
C02638,Indiranagar,2023-12-23,Bronze
C02639,Malleshwaram,2024-04-13,Bronze
C02640,Indiranagar,2024-03-14,Gold
C02641,Marathahalli,2024-12-19,Silver
C02642,Rajajinagar,2023-06-18,Bronze
C02643,Electronic City,2023-06-24,Silver
C02644,Hebbal,2023-10-04,Bronze
C02645,Whitefield,2024-06-21,Silver
C02646,Hebbal,2024-09-23,Gold
C02647,Marathahalli,2023-07-22,Bronze
C02648,Rajajinagar,2023-03-22,Bronze
C02649,Marathahalli,2024-03-20,Bronze
C02650,Malleshwaram,2024-03-12,Gold
C02651,Yelahanka,2023-10-01,Gold
C02652,HSR Layout,2023-05-15,Silver
C02653,Malleshwaram,2024-09-12,Silver
C02654,Marathahalli,2024-09-09,Gold
C02655,HSR Layout,2024-06-29,Bronze
C02656,BTM Layout,2024-02-27,Gold
C02657,HSR Layout,2023-07-10,Bronze
C02658,Jayanagar,2023-10-22,Bronze
C02659,Koramangala,2023-02-19,Bronze
C02660,Indiranagar,2023-07-02,Gold
C02661,Malleshwaram,2023-11-25,Bronze
C02662,HSR Layout,2023-11-15,Silver
C02663,HSR Layout,2023-02-28,Gold
C02664,Indiranagar,2024-11-30,Silver
C02665,Jayanagar,2023-07-15,Bronze
C02666,Rajajinagar,2024-01-07,Bronze
C02667,Hebbal,2023-12-06,Silver
C02668,Koramangala,2023-12-09,Bronze
C02669,Electronic City,2024-09-08,Silver
C02670,HSR Layout,2024-06-28,Gold
C02671,Electronic City,2024-09-25,Bronze
C02672,HSR Layout,2023-10-04,Silver
C02673,HSR Layout,2023-07-13,Silver
C02674,HSR Layout,2023-11-09,Gold
C02675,Electronic City,2024-02-14,Bronze
C02676,Jayanagar,2023-09-03,Silver
C02677,HSR Layout,2023-12-02,Gold
C02678,Malleshwaram,2023-04-21,Bronze
C02679,Marathahalli,2024-03-02,Bronze
C02680,Whitefield,2024-06-05,Bronze
C02681,Rajajinagar,2024-01-20,Silver
C02682,Malleshwaram,2024-09-29,Bronze
C02683,Koramangala,2024-12-27,Gold
C02684,Electronic City,2024-10-23,Gold
C02685,Whitefield,2023-03-09,Bronze
C02686,Marathahalli,2024-10-04,Silver
C02687,Indiranagar,2023-09-01,Bronze
C02688,Marathahalli,2023-11-26,Bronze
C02689,Indiranagar,2023-10-28,Bronze
C02690,Jayanagar,2023-07-27,Bronze
C02691,BTM Layout,2024-10-02,Bronze
C02692,Whitefield,2024-04-10,Silver
C02693,Hebbal,2024-12-06,Bronze
C02694,Yelahanka,2024-11-27,Bronze
C02695,Hebbal,2023-11-03,Bronze
C02696,Indiranagar,2024-06-14,Silver
C02697,Malleshwaram,2024-01-02,Bronze
C02698,Koramangala,2023-12-28,Bronze
C02699,HSR Layout,2024-06-23,Bronze
C02700,Hebbal,2024-05-17,Silver
C02701,Marathahalli,2024-10-27,Bronze
C02702,Jayanagar,2024-07-17,Silver
C02703,Whitefield,2024-03-30,Bronze
C02704,Malleshwaram,2024-11-02,Silver
C02705,Marathahalli,2023-03-16,Silver
C02706,HSR Layout,2024-07-11,Gold
C02707,Hebbal,2023-10-14,Bronze
C02708,Indiranagar,2023-11-13,Silver
C02709,Indiranagar,2024-07-24,Silver
C02710,Electronic City,2023-07-19,Bronze
C02711,Yelahanka,2024-10-07,Bronze
C02712,Indiranagar,2023-12-31,Gold
C02713,Indiranagar,2023-09-12,Silver
C02714,Koramangala,2023-08-28,Bronze
C02715,Hebbal,2023-11-04,Bronze
C02716,Indiranagar,2024-11-19,Bronze
C02717,Jayanagar,2023-03-16,Silver
C02718,Yelahanka,2024-01-06,Silver
C02719,Koramangala,2024-09-01,Bronze
C02720,Jayanagar,2023-12-11,Bronze
C02721,Jayanagar,2024-02-18,Gold
C02722,Rajajinagar,2023-09-12,Bronze
C02723,Whitefield,2023-04-10,Bronze
C02724,HSR Layout,2024-04-11,Bronze
C02725,Indiranagar,2024-11-02,Gold
C02726,Marathahalli,2024-01-15,Bronze
C02727,Rajajinagar,2023-11-12,Bronze
C02728,Koramangala,2023-04-05,Silver
C02729,HSR Layout,2024-11-20,Bronze
C02730,Hebbal,2024-09-26,Bronze
C02731,Koramangala,2024-10-20,Bronze
C02732,Whitefield,2023-09-20,Bronze
C02733,Jayanagar,2024-04-01,Bronze
C02734,Whitefield,2023-11-12,Silver
C02735,Indiranagar,2023-06-21,Gold
C02736,HSR Layout,2023-05-31,Gold
C02737,Indiranagar,2023-10-08,Gold
C02738,Jayanagar,2024-02-08,Bronze
C02739,Marathahalli,2023-03-31,Silver
C02740,Electronic City,2024-05-27,Bronze
C02741,Koramangala,2023-12-01,Bronze
C02742,Malleshwaram,2024-10-05,Bronze
C02743,Indiranagar,2023-07-23,Bronze
C02744,Rajajinagar,2023-02-07,Bronze
C02745,Whitefield,2023-08-16,Bronze
C02746,Rajajinagar,2024-12-11,Gold
C02747,Indiranagar,2023-08-24,Silver
C02748,Indiranagar,2024-05-28,Bronze
C02749,Jayanagar,2024-09-07,Silver
C02750,Koramangala,2023-07-27,Bronze
C02751,Indiranagar,2024-04-14,Silver
C02752,Marathahalli,2023-05-30,Gold
C02753,Malleshwaram,2023-09-22,Bronze
C02754,Koramangala,2023-08-05,Silver
C02755,Hebbal,2024-05-05,Gold
C02756,Rajajinagar,2024-10-01,Silver
C02757,Hebbal,2023-07-04,Bronze
C02758,Marathahalli,2023-08-01,Silver
C02759,Marathahalli,2024-08-22,Bronze
C02760,Jayanagar,2023-12-04,Silver
C02761,Electronic City,2024-01-10,Bronze
C02762,Hebbal,2024-05-30,Bronze
C02763,Koramangala,2023-04-11,Gold
C02764,Whitefield,2024-09-28,Gold
C02765,Koramangala,2023-09-24,Silver
C02766,BTM Layout,2024-04-25,Bronze
C02767,HSR Layout,2023-11-12,Silver
C02768,Marathahalli,2024-07-03,Silver
C02769,Malleshwaram,2024-03-22,Bronze
C02770,Yelahanka,2023-05-07,Bronze
C02771,Indiranagar,2023-05-18,Bronze
C02772,Rajajinagar,2024-10-02,Bronze
C02773,Hebbal,2024-01-15,Bronze
C02774,Koramangala,2023-07-21,Silver
C02775,Rajajinagar,2023-04-15,Gold
C02776,Whitefield,2023-04-04,Bronze
C02777,Electronic City,2024-11-02,Bronze
C02778,Jayanagar,2024-12-13,Bronze
C02779,Indiranagar,2023-10-15,Bronze
C02780,Koramangala,2023-05-28,Silver
C02781,Koramangala,2023-11-02,Bronze
C02782,Koramangala,2023-04-10,Bronze
C02783,Electronic City,2024-02-06,Silver
C02784,Whitefield,2024-04-01,Silver
C02785,Indiranagar,2024-12-20,Bronze
C02786,Marathahalli,2023-08-21,Silver
C02787,Marathahalli,2023-05-25,Silver
C02788,Jayanagar,2023-04-08,Silver
C02789,BTM Layout,2023-10-03,Gold
C02790,Whitefield,2024-03-14,Bronze
C02791,Malleshwaram,2023-02-18,Silver
C02792,Koramangala,2024-07-08,Bronze
C02793,Marathahalli,2023-12-02,Gold
C02794,Yelahanka,2024-08-02,Silver
C02795,Malleshwaram,2023-12-05,Bronze
C02796,Electronic City,2023-04-24,Silver
C02797,Electronic City,2023-01-16,Silver
C02798,Whitefield,2024-02-11,Silver
C02799,Marathahalli,2024-01-29,Gold
C02800,Rajajinagar,2024-08-16,Silver
C02801,Yelahanka,2024-10-02,Bronze
C02802,Jayanagar,2023-04-28,Bronze
C02803,Koramangala,2023-08-18,Bronze
C02804,Electronic City,2023-06-01,Silver
C02805,Koramangala,2023-03-19,Silver
C02806,Indiranagar,2023-01-02,Bronze
C02807,Whitefield,2023-03-02,Gold
C02808,Marathahalli,2024-01-18,Bronze
C02809,Indiranagar,2023-04-21,Silver
C02810,Indiranagar,2023-05-23,Bronze
C02811,Koramangala,2023-03-28,Silver
C02812,Hebbal,2024-06-12,Gold
C02813,Marathahalli,2024-04-09,Bronze
C02814,Koramangala,2024-12-03,Bronze
C02815,Koramangala,2023-03-23,Bronze
C02816,Jayanagar,2023-06-02,Bronze
C02817,Whitefield,2023-11-29,Silver
C02818,Electronic City,2024-04-18,Silver
C02819,HSR Layout,2023-04-05,Gold
C02820,BTM Layout,2023-06-04,Bronze
C02821,Whitefield,2023-11-04,Gold
C02822,Marathahalli,2023-01-14,Silver
C02823,Koramangala,2023-10-16,Silver
C02824,BTM Layout,2024-07-07,Bronze
C02825,Yelahanka,2024-01-20,Silver
C02826,Marathahalli,2023-11-13,Bronze
C02827,HSR Layout,2023-12-23,Silver
C02828,Indiranagar,2024-11-22,Silver
C02829,Malleshwaram,2024-01-15,Bronze
C02830,Marathahalli,2024-01-26,Bronze
C02831,Indiranagar,2024-11-10,Bronze
C02832,HSR Layout,2023-04-25,Bronze
C02833,HSR Layout,2023-03-12,Bronze
C02834,Malleshwaram,2023-11-25,Bronze
C02835,Marathahalli,2023-08-21,Bronze
C02836,Electronic City,2023-05-29,Silver
C02837,Electronic City,2023-03-29,Bronze
C02838,Indiranagar,2024-10-02,Silver
C02839,Whitefield,2024-03-24,Bronze
C02840,Koramangala,2024-05-19,Bronze
C02841,Rajajinagar,2023-03-28,Bronze
C02842,HSR Layout,2023-09-07,Gold
C02843,HSR Layout,2024-03-29,Silver
C02844,Indiranagar,2024-01-21,Silver
C02845,Indiranagar,2024-05-22,Bronze
C02846,Electronic City,2024-05-03,Bronze
C02847,Indiranagar,2023-10-29,Bronze
C02848,Koramangala,2024-07-25,Silver
C02849,Rajajinagar,2023-07-09,Gold
C02850,Whitefield,2023-02-28,Bronze
C02851,Whitefield,2024-10-28,Bronze
C02852,HSR Layout,2023-01-17,Silver
C02853,Malleshwaram,2023-07-27,Bronze
C02854,Whitefield,2023-03-25,Bronze
C02855,Rajajinagar,2023-06-19,Silver
C02856,BTM Layout,2023-10-16,Bronze
C02857,Marathahalli,2023-04-05,Silver
C02858,HSR Layout,2023-12-07,Silver
C02859,Marathahalli,2024-11-07,Bronze
C02860,HSR Layout,2023-04-10,Gold
C02861,HSR Layout,2024-11-07,Bronze
C02862,Jayanagar,2023-10-28,Silver
C02863,Whitefield,2024-03-08,Bronze
C02864,Koramangala,2023-11-19,Bronze
C02865,HSR Layout,2023-08-20,Silver
C02866,Koramangala,2023-03-21,Bronze
C02867,HSR Layout,2024-03-09,Gold
C02868,Jayanagar,2024-10-31,Bronze
C02869,BTM Layout,2024-01-16,Bronze
C02870,Koramangala,2024-03-13,Silver
C02871,Electronic City,2024-04-14,Bronze
C02872,HSR Layout,2023-10-11,Bronze
C02873,Koramangala,2023-03-30,Bronze
C02874,Indiranagar,2024-01-06,Bronze
C02875,Koramangala,2024-09-26,Bronze
C02876,Indiranagar,2023-08-18,Bronze
C02877,Indiranagar,2024-09-28,Bronze
C02878,HSR Layout,2024-09-15,Bronze
C02879,Jayanagar,2023-06-28,Silver
C02880,Koramangala,2024-02-24,Silver
C02881,Indiranagar,2024-06-29,Bronze
C02882,Koramangala,2023-12-28,Bronze
C02883,Jayanagar,2024-05-25,Silver
C02884,Whitefield,2024-10-26,Bronze
C02885,Jayanagar,2024-04-02,Bronze
C02886,Indiranagar,2024-09-03,Bronze
C02887,Koramangala,2024-08-07,Bronze
C02888,BTM Layout,2024-08-16,Silver
C02889,Koramangala,2024-09-14,Bronze
C02890,Koramangala,2023-06-14,Bronze
C02891,Koramangala,2023-01-14,Bronze
C02892,Yelahanka,2023-04-22,Bronze
C02893,Electronic City,2023-07-02,Bronze
C02894,Electronic City,2024-05-18,Bronze
C02895,Yelahanka,2024-01-08,Silver
C02896,Koramangala,2023-12-09,Bronze
C02897,Yelahanka,2023-01-07,Bronze
C02898,Indiranagar,2024-05-14,Bronze
C02899,Electronic City,2023-09-23,Bronze
C02900,HSR Layout,2024-07-09,Bronze
C02901,Whitefield,2023-03-24,Bronze
C02902,BTM Layout,2023-08-04,Bronze
C02903,Koramangala,2023-02-09,Bronze
C02904,Yelahanka,2023-07-27,Silver
C02905,Whitefield,2024-11-05,Gold
C02906,Electronic City,2023-12-25,Bronze
C02907,BTM Layout,2023-11-17,Gold
C02908,Koramangala,2023-07-19,Bronze
C02909,BTM Layout,2023-07-13,Silver
C02910,Jayanagar,2024-05-02,Bronze
C02911,Marathahalli,2024-12-20,Bronze
C02912,Koramangala,2024-06-29,Silver
C02913,Jayanagar,2024-06-22,Bronze
C02914,Marathahalli,2023-12-11,Bronze
C02915,HSR Layout,2023-03-14,Bronze
C02916,Koramangala,2024-06-12,Bronze
C02917,Indiranagar,2024-08-13,Bronze
C02918,Malleshwaram,2024-01-08,Bronze
C02919,Koramangala,2023-03-08,Silver
C02920,Marathahalli,2024-06-04,Bronze
C02921,Yelahanka,2024-11-03,Bronze
C02922,Koramangala,2023-06-14,Gold
C02923,Indiranagar,2023-04-27,Bronze
C02924,Marathahalli,2024-06-23,Silver
C02925,Koramangala,2023-08-31,Bronze
C02926,Electronic City,2024-06-06,Bronze
C02927,Marathahalli,2024-05-28,Silver
C02928,Electronic City,2023-07-14,Bronze
C02929,Whitefield,2023-01-31,Gold
C02930,Marathahalli,2024-02-10,Bronze
C02931,Electronic City,2023-10-25,Bronze
C02932,Indiranagar,2024-09-16,Bronze
C02933,Jayanagar,2023-09-19,Bronze
C02934,Hebbal,2023-07-02,Bronze
C02935,Marathahalli,2024-09-19,Gold
C02936,HSR Layout,2024-06-21,Silver
C02937,Whitefield,2024-03-27,Gold
C02938,Koramangala,2024-11-27,Gold
C02939,Indiranagar,2024-07-25,Bronze
C02940,Koramangala,2024-09-24,Silver
C02941,Yelahanka,2024-08-06,Bronze
C02942,Indiranagar,2023-10-21,Bronze
C02943,Malleshwaram,2023-02-15,Silver
C02944,Indiranagar,2024-03-19,Silver
C02945,Whitefield,2024-07-12,Bronze
C02946,HSR Layout,2024-12-24,Bronze
C02947,Whitefield,2024-05-12,Silver
C02948,Rajajinagar,2024-02-19,Bronze
C02949,BTM Layout,2024-02-25,Bronze
C02950,Hebbal,2023-03-25,Bronze
C02951,Koramangala,2023-01-06,Bronze
C02952,Rajajinagar,2023-02-03,Bronze
C02953,Koramangala,2024-10-22,Silver
C02954,Hebbal,2024-07-30,Bronze
C02955,Jayanagar,2023-07-09,Bronze
C02956,Whitefield,2023-11-06,Bronze
C02957,Koramangala,2023-12-20,Bronze
C02958,Koramangala,2023-06-30,Bronze
C02959,Indiranagar,2023-11-05,Bronze
C02960,Hebbal,2023-09-11,Bronze
C02961,Rajajinagar,2024-05-22,Bronze
C02962,BTM Layout,2024-07-06,Gold
C02963,Koramangala,2023-03-13,Bronze
C02964,Electronic City,2023-12-06,Bronze
C02965,Indiranagar,2024-12-24,Gold
C02966,Jayanagar,2024-09-26,Silver
C02967,Whitefield,2024-08-02,Bronze
C02968,Whitefield,2024-06-20,Bronze
C02969,Electronic City,2023-01-04,Silver
C02970,Indiranagar,2024-12-12,Silver
C02971,HSR Layout,2024-06-20,Bronze
C02972,Electronic City,2024-10-10,Silver
C02973,Koramangala,2024-10-25,Bronze
C02974,BTM Layout,2023-07-05,Bronze
C02975,Jayanagar,2023-01-11,Silver
C02976,Malleshwaram,2024-04-26,Bronze
C02977,Electronic City,2023-12-02,Silver
C02978,Marathahalli,2023-01-15,Silver
C02979,Marathahalli,2023-07-17,Bronze
C02980,Hebbal,2024-12-24,Silver
C02981,Electronic City,2023-09-23,Bronze
C02982,Indiranagar,2023-07-10,Bronze
C02983,Koramangala,2024-04-22,Bronze
C02984,Electronic City,2024-04-30,Silver
C02985,Koramangala,2023-08-31,Bronze
C02986,Indiranagar,2024-09-11,Silver
C02987,Koramangala,2024-02-28,Bronze
C02988,Jayanagar,2023-04-28,Bronze
C02989,Indiranagar,2023-08-26,Bronze
C02990,Electronic City,2024-09-10,Silver
C02991,Rajajinagar,2023-03-07,Bronze
C02992,Malleshwaram,2023-01-09,Bronze
C02993,Whitefield,2024-04-24,Bronze
C02994,Jayanagar,2023-11-19,Silver
C02995,Jayanagar,2023-07-04,Silver
C02996,HSR Layout,2023-12-11,Silver
C02997,Electronic City,2023-05-15,Bronze
C02998,Indiranagar,2023-10-01,Bronze
C02999,Yelahanka,2023-06-20,Bronze
C03000,Koramangala,2024-03-04,Silver
C03001,Malleshwaram,2024-05-06,Silver
C03002,Electronic City,2024-10-29,Bronze
C03003,Indiranagar,2023-02-19,Gold
C03004,Marathahalli,2023-08-27,Bronze
C03005,Koramangala,2023-07-13,Bronze
C03006,Rajajinagar,2024-02-27,Bronze
C03007,Electronic City,2024-01-25,Bronze
C03008,Koramangala,2024-10-02,Silver
C03009,Koramangala,2024-11-01,Silver
C03010,Rajajinagar,2024-07-18,Bronze
C03011,Whitefield,2023-05-26,Silver
C03012,Hebbal,2023-01-30,Gold
C03013,Rajajinagar,2024-10-18,Bronze
C03014,Marathahalli,2024-11-19,Bronze
C03015,Indiranagar,2023-07-02,Bronze
C03016,Marathahalli,2023-02-04,Bronze
C03017,BTM Layout,2024-05-11,Bronze
C03018,Koramangala,2024-03-05,Bronze
C03019,Whitefield,2024-10-10,Bronze
C03020,Indiranagar,2024-02-25,Gold
C03021,HSR Layout,2024-07-09,Silver
C03022,Marathahalli,2024-07-28,Silver
C03023,HSR Layout,2023-01-08,Gold
C03024,Electronic City,2023-04-19,Silver
C03025,Whitefield,2024-07-23,Silver
C03026,Koramangala,2023-05-11,Bronze
C03027,Indiranagar,2023-05-31,Silver
C03028,Malleshwaram,2024-07-03,Bronze
C03029,Electronic City,2023-05-30,Silver
C03030,Whitefield,2023-04-20,Bronze
C03031,Rajajinagar,2023-01-10,Bronze
C03032,Koramangala,2023-12-09,Silver
C03033,Indiranagar,2024-04-09,Bronze
C03034,Indiranagar,2024-06-18,Silver
C03035,Yelahanka,2024-10-23,Bronze
C03036,Marathahalli,2024-04-20,Silver
C03037,Electronic City,2024-07-06,Bronze
C03038,Koramangala,2023-06-03,Bronze
C03039,Indiranagar,2023-09-06,Gold
C03040,Electronic City,2023-08-10,Bronze
C03041,Whitefield,2023-02-17,Bronze
C03042,BTM Layout,2024-12-08,Silver
C03043,Rajajinagar,2023-06-26,Bronze
C03044,HSR Layout,2023-11-24,Silver
C03045,Marathahalli,2023-09-18,Silver
C03046,Yelahanka,2023-02-02,Silver
C03047,HSR Layout,2024-10-21,Bronze
C03048,Electronic City,2023-06-10,Silver
C03049,Hebbal,2023-03-15,Gold
C03050,Indiranagar,2023-09-07,Bronze
C03051,Hebbal,2023-04-15,Gold
C03052,Koramangala,2024-12-30,Bronze
C03053,Electronic City,2023-05-18,Bronze
C03054,Rajajinagar,2023-08-09,Bronze
C03055,Electronic City,2023-07-17,Gold
C03056,Jayanagar,2023-01-20,Bronze
C03057,Electronic City,2023-01-10,Silver
C03058,Koramangala,2024-01-10,Silver
C03059,Indiranagar,2023-06-19,Bronze
C03060,Indiranagar,2023-03-03,Gold
C03061,Electronic City,2023-08-01,Bronze
C03062,HSR Layout,2023-07-20,Gold
C03063,Indiranagar,2023-11-06,Bronze
C03064,Hebbal,2024-12-25,Silver
C03065,Whitefield,2023-08-13,Silver
C03066,HSR Layout,2024-05-29,Silver
C03067,HSR Layout,2024-07-14,Bronze
C03068,Indiranagar,2023-02-06,Bronze
C03069,Marathahalli,2024-01-01,Bronze
C03070,HSR Layout,2023-11-24,Bronze
C03071,Koramangala,2024-01-06,Bronze
C03072,BTM Layout,2023-05-06,Bronze
C03073,Malleshwaram,2023-12-06,Bronze
C03074,Marathahalli,2023-03-31,Silver
C03075,Hebbal,2024-11-21,Bronze
C03076,Hebbal,2024-03-04,Bronze
C03077,Whitefield,2023-01-26,Bronze
C03078,Electronic City,2024-01-05,Bronze
C03079,Electronic City,2024-11-07,Bronze
C03080,Indiranagar,2024-06-26,Gold
C03081,Indiranagar,2023-07-19,Bronze
C03082,Koramangala,2024-10-13,Bronze
C03083,Electronic City,2023-05-16,Silver
C03084,Rajajinagar,2023-06-30,Silver
C03085,Rajajinagar,2023-04-24,Silver
C03086,Whitefield,2024-11-04,Silver
C03087,Indiranagar,2024-06-07,Silver
C03088,HSR Layout,2024-01-14,Bronze
C03089,Jayanagar,2024-05-02,Gold
C03090,Hebbal,2023-07-08,Silver
C03091,Hebbal,2023-02-21,Bronze
C03092,Hebbal,2024-09-09,Gold
C03093,Malleshwaram,2024-12-04,Bronze
C03094,BTM Layout,2023-01-26,Bronze
C03095,HSR Layout,2023-02-07,Silver
C03096,Koramangala,2024-02-13,Bronze
C03097,Koramangala,2023-02-01,Silver
C03098,HSR Layout,2024-06-10,Gold
C03099,Indiranagar,2024-11-21,Silver
C03100,Indiranagar,2023-07-24,Silver
C03101,BTM Layout,2023-08-03,Silver
C03102,Indiranagar,2024-09-22,Bronze
C03103,BTM Layout,2023-09-18,Gold
C03104,Rajajinagar,2023-06-25,Silver
C03105,Electronic City,2023-03-03,Gold
C03106,Marathahalli,2024-09-05,Bronze
C03107,Whitefield,2024-11-06,Silver
C03108,Electronic City,2023-02-27,Bronze
C03109,Indiranagar,2024-08-09,Silver
C03110,BTM Layout,2023-04-27,Gold
C03111,Whitefield,2023-04-12,Bronze
C03112,Indiranagar,2023-10-06,Bronze
C03113,Marathahalli,2023-11-15,Silver
C03114,Electronic City,2024-09-15,Silver
C03115,HSR Layout,2024-05-25,Bronze
C03116,Electronic City,2023-04-16,Bronze
C03117,Koramangala,2024-03-02,Bronze
C03118,Marathahalli,2024-10-01,Gold
C03119,Indiranagar,2024-04-28,Bronze
C03120,Indiranagar,2023-06-17,Silver
C03121,Indiranagar,2023-04-05,Bronze
C03122,Whitefield,2023-11-27,Bronze
C03123,Whitefield,2023-12-11,Bronze
C03124,HSR Layout,2023-09-15,Silver
C03125,Indiranagar,2023-03-21,Gold
C03126,Indiranagar,2023-03-28,Silver
C03127,Jayanagar,2024-01-22,Silver
C03128,Koramangala,2024-11-20,Gold
C03129,Marathahalli,2024-03-12,Silver
C03130,BTM Layout,2023-11-16,Bronze
C03131,HSR Layout,2024-11-10,Silver
C03132,Hebbal,2024-05-18,Silver
C03133,Koramangala,2024-06-08,Silver
C03134,Koramangala,2024-02-24,Bronze
C03135,Marathahalli,2024-07-10,Bronze
C03136,Rajajinagar,2024-01-02,Bronze
C03137,Malleshwaram,2024-03-30,Silver
