restaurant_id,zone,cuisines,rating,price_for_two,prep_time_min,lat,lon
R0646,Electronic City,South Indian,3.9,150,25,12.859235201724184,77.66373807233458
R0647,Indiranagar,Seafood,4.5,700,16,12.982620373214989,77.64080074645533
R0648,Indiranagar,Chinese,4.3,700,17,12.992803081372243,77.642595957622
R0649,Malleshwaram,"Biryani, North Indian",4.1,150,31,13.013122710241314,77.57862619078183
R0650,Koramangala,Korean,4.1,350,10,12.90562365783425,77.61891018573644
R0651,Jayanagar,Burgers,3.5,250,29,12.932378747394976,77.5772685091463
R0652,Jayanagar,"South Indian, Pizza",3.5,150,31,12.920875894172626,77.59816342557087
R0653,Electronic City,Chinese,4.5,700,24,12.859180134247218,77.6518863419881
R0654,Hebbal,Cafe,4.1,700,18,13.042894489941641,77.58992871803034
R0655,Electronic City,North Indian,4.3,700,28,12.852435628455588,77.65848696123624
R0656,Yelahanka,"South Indian, Rolls & Wraps, Burgers",3.8,150,18,13.0974330864515,77.59183428136559
R0657,Hebbal,"Pizza, North Indian",3.6,350,17,13.024848725694707,77.6103205099102
R0658,Indiranagar,"Continental, Rolls & Wraps, Burgers",3.5,500,19,12.973205356492354,77.63879910152572
R0659,Indiranagar,Biryani,4.3,350,16,12.956801292861629,77.65472539565452
R0660,Whitefield,Mexican,4.0,250,14,12.96271587518544,77.7524721949873
R0661,HSR Layout,"Burgers, Chinese",4.5,350,26,12.894030090805527,77.64633765197678
R0662,Jayanagar,Burgers,4.3,150,15,12.907747110354906,77.59569864583544
R0663,Indiranagar,Continental,4.0,350,20,12.979797746166716,77.62530044163175
R0664,Indiranagar,"North Indian, Pizza",4.3,500,11,12.984808587274047,77.64485692627365
R0665,Whitefield,Healthy,3.9,150,20,12.969418478237897,77.76019027155579
R0666,Marathahalli,North Indian,4.4,250,12,12.950914514031938,77.71299020512215
R0667,Marathahalli,Pizza,3.7,350,14,12.945531102053133,77.68487391097547
R0668,Yelahanka,"Rolls & Wraps, Mexican, Healthy",4.4,350,19,13.096893684091624,77.57807223757308
R0669,Indiranagar,Biryani,4.4,250,26,12.968533323505268,77.63435817769903
R0670,HSR Layout,"Italian, Continental, South Indian",4.1,150,22,12.910846031094545,77.66401594829593
R0671,BTM Layout,Biryani,4.2,500,23,12.898341618711054,77.61275170472297
R0672,Marathahalli,"Chinese, Desserts, South Indian",3.9,250,19,12.965315810938469,77.69180365712302
R0673,Electronic City,"Biryani, South Indian",4.2,350,18,12.838395626535092,77.64276472639683
R0674,Jayanagar,"Pizza, Biryani",4.2,350,24,12.92951508280339,77.58559212834656
R0675,Koramangala,North Indian,4.1,250,16,12.945846663947574,77.61548138645784
R0676,Hebbal,"Burgers, Desserts, Pizza",4.2,350,25,13.039734450583172,77.60822741262373
R0677,Electronic City,"South Indian, Mexican",4.8,350,26,12.854789521475178,77.67235053099265
R0678,Electronic City,"North Indian, South Indian",4.1,350,15,12.820400328845752,77.64760117753372
R0679,Jayanagar,"Rolls & Wraps, Burgers",3.1,350,18,12.919085720035554,77.60283799273898
R0680,HSR Layout,Seafood,4.4,250,16,12.92483692000147,77.65520908278411
R0681,Indiranagar,South Indian,3.6,250,12,12.984510754459794,77.62664383022285
R0682,Rajajinagar,"Desserts, Korean, Biryani",4.2,350,17,13.013781559186617,77.55149417561405
R0683,Jayanagar,Chinese,4.0,350,28,12.945452565759606,77.59788983985788
R0684,Koramangala,"Rolls & Wraps, Chinese, South Indian",4.1,250,14,12.938795105613409,77.6264588250246
R0685,HSR Layout,Rolls & Wraps,4.2,250,28,12.908576256573383,77.6268735070783
R0686,BTM Layout,Italian,3.9,350,18,12.905098735443197,77.6116741894542
R0687,Whitefield,"Biryani, Italian, Chinese",3.6,150,33,12.964090297213577,77.75763517869719
R0688,HSR Layout,South Indian,3.4,500,17,12.906701037098127,77.66635513002642
R0689,Electronic City,North Indian,4.2,350,19,12.83808100969142,77.65217450559824
R0690,Rajajinagar,Chinese,3.9,150,15,12.980579947027108,77.54595456212165
R0691,Marathahalli,Continental,4.0,350,16,12.961718919050263,77.69859359880952
R0692,Malleshwaram,Chinese,4.0,250,28,13.023859676137707,77.57309459105579
R0693,Koramangala,"North Indian, Mexican",4.5,700,22,12.946399081218763,77.62566421321146
R0694,BTM Layout,"Biryani, South Indian",4.3,700,26,12.912730959300756,77.6173516958556
R0695,Hebbal,"Burgers, Chinese",4.4,500,11,13.047968346171208,77.58349776149342
R0696,Jayanagar,North Indian,4.0,350,24,12.929159810402068,77.59856224427156
R0697,Electronic City,"Chinese, North Indian",4.1,700,14,12.844711547788759,77.6512934154373
R0698,Indiranagar,Korean,3.6,350,13,12.977162527292231,77.63907999317533
R0699,HSR Layout,North Indian,3.6,500,22,12.90920071834414,77.66789616352708
R0700,Indiranagar,Burgers,4.2,250,21,12.986212793472848,77.6240210862948
R0701,Koramangala,Rolls & Wraps,4.2,500,20,12.936876040987316,77.62114639037873
R0702,Yelahanka,Chinese,3.8,350,25,13.091958926429076,77.58100425073228
R0703,Indiranagar,Chinese,3.8,250,26,12.969077774690797,77.64263681569462
R0704,Electronic City,Desserts,4.2,700,29,12.84887084777538,77.67277879498468
R0705,Whitefield,Pizza,4.1,350,13,12.9749438145882,77.75203586142614
R0706,Whitefield,Biryani,3.9,500,29,12.966042408268198,77.74859940975998
R0707,HSR Layout,Biryani,4.5,150,30,12.898015932527045,77.66334082794863
R0708,Whitefield,Continental,4.2,350,17,12.98481158140502,77.75396602921727
R0709,Electronic City,"Healthy, Rolls & Wraps, South Indian",4.1,350,10,12.857663255314325,77.67003479267575
R0710,BTM Layout,Chinese,4.4,150,11,12.892751481988318,77.61868308864214
R0711,HSR Layout,"South Indian, Pizza",3.9,500,18,12.927674995079762,77.61288511515012
R0712,Yelahanka,Pizza,4.0,350,32,13.098192290432003,77.59537997433254
R0713,Marathahalli,Burgers,4.2,250,20,12.959179844960325,77.68816310637342
R0714,Electronic City,"Biryani, South Indian",4.2,350,16,12.858858676720631,77.65024819727012
R0715,Indiranagar,North Indian,3.8,150,16,12.99823046543955,77.6584950332879
R0716,Koramangala,Biryani,4.4,500,11,12.947234383420547,77.62000233345613
R0717,Malleshwaram,South Indian,4.0,500,25,13.006392365987407,77.59231081834966
R0718,Electronic City,Continental,4.4,350,19,12.828692311764364,77.64330773895675
R0719,HSR Layout,Chinese,3.5,350,34,12.887285218112183,77.63439595063667
R0720,Malleshwaram,North Indian,3.0,250,26,13.014037907268294,77.57874820793141
R0721,Whitefield,"North Indian, Burgers, Healthy",4.1,250,25,12.985904364148933,77.7459035417629
R0722,Rajajinagar,"Desserts, Italian",4.4,500,18,12.981824261669944,77.55618792803921
R0723,Whitefield,Pizza,3.5,250,15,12.966562640423135,77.74865231808356
R0724,BTM Layout,"Biryani, South Indian",4.4,250,14,12.909912809339374,77.60838908514441
R0725,Indiranagar,Chinese,3.9,250,12,12.971393199118133,77.63714916717521
R0726,Koramangala,Italian,4.1,350,25,12.948099534206703,77.62665392032488
R0727,Marathahalli,Biryani,3.8,500,18,12.959520477593044,77.70879965945034
R0728,Indiranagar,"Biryani, Pizza",3.3,250,27,12.975649860263253,77.66017306581166
R0729,BTM Layout,North Indian,3.7,250,21,12.948490240246125,77.60766984957588
R0730,Electronic City,"Desserts, Pizza",3.9,150,18,12.82798694921191,77.65547634045237
R0731,Indiranagar,"Pizza, Burgers",3.7,250,14,12.98497493297795,77.63453046132248
R0732,Indiranagar,"North Indian, Italian",4.1,250,22,12.965812260577934,77.65843740626039
R0733,BTM Layout,Desserts,4.5,500,18,12.91471075753607,77.61838389876537
R0734,Electronic City,Chinese,4.5,350,24,12.846983660613553,77.63741159888275
R0735,Hebbal,"South Indian, Healthy",3.6,150,16,13.045935148635621,77.57368255156643
R0736,Koramangala,Chinese,3.1,350,26,12.932065817258067,77.61453930544602
R0737,BTM Layout,Chinese,4.2,500,29,12.912196622826439,77.61286174532866
R0738,Jayanagar,South Indian,4.1,250,21,12.92165097882624,77.59339835832938
R0739,Marathahalli,Chinese,4.3,250,24,12.943940567764384,77.70727734262212
R0740,Whitefield,"North Indian, Chinese",3.9,500,24,12.9773877176251,77.7478946786938
R0741,Koramangala,Korean,4.1,150,31,12.938576012449383,77.64126902525655
R0742,BTM Layout,"Seafood, Korean",3.5,500,23,12.921822024055782,77.61936533654529
R0743,Yelahanka,Pizza,3.2,500,26,13.099865483969603,77.5972309192854
R0744,Whitefield,Rolls & Wraps,4.3,500,19,12.967485464481317,77.76374407316641
R0745,BTM Layout,Chinese,4.0,150,15,12.930707204058772,77.59031312530821
R0746,Indiranagar,"Healthy, Continental, North Indian",4.2,150,12,12.990661437641885,77.63977910344802
R0747,Koramangala,Chinese,4.1,500,27,12.952177607034212,77.62615014767353
R0748,Koramangala,Mexican,4.2,350,14,12.939671132217951,77.63172443799942
R0749,HSR Layout,Desserts,4.1,250,24,12.927831969135864,77.62681800796607
R0750,Koramangala,Pizza,3.8,350,23,12.930207008323356,77.62137511711751
R0751,HSR Layout,"Biryani, Chinese",3.6,150,26,12.909189778566304,77.65220552955621
R0752,Koramangala,North Indian,4.3,350,16,12.949541209044183,77.63022594551677
R0753,Marathahalli,"Mexican, North Indian",3.9,700,15,12.967021058459123,77.71533355809744
R0754,Malleshwaram,"Burgers, Healthy, Italian",4.2,350,22,13.000014595117023,77.57873806398888
R0755,Marathahalli,"South Indian, Rolls & Wraps, Korean",3.7,350,19,12.944344901167762,77.70036984740753
R0756,Indiranagar,North Indian,3.2,700,14,12.975952429516092,77.64889968498738
R0757,Rajajinagar,Pizza,4.4,350,31,12.983381578704675,77.55008363637334
R0758,Indiranagar,"Chinese, North Indian",4.2,150,15,12.999094041789865,77.64256128743315
R0759,Rajajinagar,"Pizza, Italian",4.0,350,14,13.000720487722237,77.56203762820176
R0760,Jayanagar,"Seafood, South Indian",4.2,150,18,12.915808929071359,77.59325639048174
R0761,Whitefield,"Biryani, Rolls & Wraps",4.5,250,27,12.957260108472019,77.75434387615438
R0762,Koramangala,"Biryani, North Indian",3.7,350,8,12.925860240714586,77.6360357052318
R0763,Malleshwaram,"North Indian, Biryani",4.1,250,27,12.996794097138405,77.57814597832886
R0764,BTM Layout,"Cafe, Pizza",3.7,150,15,12.914599595274435,77.62490166227057
R0765,Marathahalli,"Chinese, Biryani",3.6,350,22,12.97027455789057,77.72904137957543
R0766,BTM Layout,"Italian, Desserts, Biryani",3.9,250,16,12.905001797303765,77.61853513328029
R0767,BTM Layout,Biryani,3.3,350,33,12.94407444693816,77.60456448938315
R0768,Indiranagar,North Indian,3.6,250,22,12.967080397158057,77.64694187657383
R0769,Marathahalli,South Indian,4.4,350,15,12.939991427226865,77.70672582099789
R0770,Whitefield,Rolls & Wraps,3.0,500,20,12.990059657903881,77.75736212832213
R0771,HSR Layout,Healthy,3.9,150,21,12.927455067198043,77.66534019496686
R0772,Koramangala,"North Indian, South Indian",3.8,500,21,12.933011814426925,77.6042906618922
R0773,Yelahanka,"Biryani, Korean, Chinese",4.3,250,22,13.105275987781495,77.61446605589596
R0774,Marathahalli,"Desserts, Seafood",3.9,250,20,12.961778829429223,77.7233050024167
R0775,Indiranagar,Continental,3.9,250,12,12.980040549144924,77.64761684795924
R0776,Whitefield,Healthy,3.8,250,18,12.954242245538353,77.75710562097468
R0777,HSR Layout,Biryani,3.8,150,24,12.881816393808005,77.64450026231289
R0778,Marathahalli,Healthy,4.1,500,16,12.946763285812118,77.7011758878778
R0779,BTM Layout,Mexican,4.4,500,23,12.938393852936452,77.61847542590978
R0780,Whitefield,"Pizza, Mexican",4.0,700,20,12.99206496203272,77.75760262871324
R0781,HSR Layout,"Mexican, Burgers",4.1,700,19,12.908457956426092,77.65604851676005
R0782,Electronic City,"Pizza, Healthy",4.3,250,27,12.833704429329716,77.66772002285924
R0783,HSR Layout,South Indian,4.2,150,9,12.914937454636753,77.6581806796897
R0784,Jayanagar,"North Indian, South Indian",4.1,150,16,12.930267774345605,77.60323978403983
R0785,Koramangala,"Italian, Mexican",4.1,350,27,12.942408634231528,77.61220781601688
R0786,Indiranagar,"South Indian, North Indian, Italian",3.8,500,31,12.94807565580595,77.65078721652209
R0787,HSR Layout,"Desserts, Biryani",4.2,250,33,12.949493074205902,77.66970303939699
R0788,Hebbal,Biryani,3.7,250,21,13.049389696016524,77.59668047897652
R0789,Whitefield,Burgers,4.3,250,22,12.967425635555124,77.76799375937578
R0790,Indiranagar,"North Indian, Healthy",3.9,500,25,12.96977826843807,77.62979245640106
R0791,Marathahalli,"Chinese, Burgers",4.5,350,27,12.968747668328955,77.70074284856467
R0792,BTM Layout,"South Indian, Pizza",4.1,350,22,12.922544735380415,77.60240610217828
R0793,HSR Layout,"Biryani, Burgers, Chinese",3.6,350,26,12.912705769856414,77.66395065502908
R0794,Koramangala,Italian,4.1,250,23,12.94070001560369,77.6441857186529
R0795,Marathahalli,"Desserts, Korean, South Indian",4.2,250,23,12.955547364749304,77.69990964655895
R0796,HSR Layout,Biryani,3.8,500,15,12.916422347188607,77.66145273827195
R0797,Marathahalli,South Indian,4.4,500,17,12.965616354211441,77.72090751953483
R0798,Indiranagar,"Burgers, South Indian",4.0,250,17,12.982519802488985,77.64040497370446
R0799,Koramangala,North Indian,3.9,250,13,12.938691062779863,77.62605701934156
R0800,Whitefield,Biryani,4.2,150,10,12.986514321598534,77.75880338443552
